X,Y,dX_m,dY_m,Magnitude_m,YearPair
771435,990465,0,-30,30,2021-2023
771465,990465,0,0,0,2021-2023
771495,990435,0,-30,30,2021-2023
771525,990405,0,-30,30,2021-2023
771555,990375,0,-30,30,2021-2023
771585,990345,0,-30,30,2021-2023
771615,990345,0,0,0,2021-2023
771645,990315,0,-30,30,2021-2023
771675,990285,0,-30,30,2021-2023
771705,990285,0,-30,30,2021-2023
771735,990255,0,-30,30,2021-2023
771765,990255,0,-30,30,2021-2023
771795,990225,0,-30,30,2021-2023
771825,990225,0,-30,30,2021-2023
771855,990225,0,-30,30,2021-2023
771885,990225,0,-30,30,2021-2023
771915,990195,0,-30,30,2021-2023
771945,990195,0,-30,30,2021-2023
771975,990195,0,0,0,2021-2023
772005,990165,0,0,0,2021-2023
772035,990165,0,0,0,2021-2023
772065,990135,0,0,0,2021-2023
772095,990105,0,0,0,2021-2023
772125,990105,0,0,0,2021-2023
772155,990075,0,-30,30,2021-2023
772185,990045,0,-30,30,2021-2023
772215,990045,0,0,0,2021-2023
772245,990015,0,-30,30,2021-2023
772275,989985,0,-30,30,2021-2023
772305,989955,30,-30,42.4264068711929,2021-2023
772335,989925,0,-60,60,2021-2023
772365,989895,30,-60,67.0820393249937,2021-2023
772395,989895,30,-30,42.4264068711929,2021-2023
772425,989895,0,-30,30,2021-2023
772455,989895,0,-30,30,2021-2023
772485,989865,30,-30,42.4264068711929,2021-2023
772515,989865,0,-30,30,2021-2023
772545,989835,30,-30,42.4264068711929,2021-2023
772575,989835,0,-30,30,2021-2023
772605,989835,0,-30,30,2021-2023
772635,989805,0,-30,30,2021-2023
730725,1010895,0,0,0,2023-2025
730755,1010865,0,0,0,2023-2025
730785,1010835,0,0,0,2023-2025
730815,1010805,-30,0,30,2023-2025
730845,1010805,0,30,30,2023-2025
730875,1010775,0,0,0,2023-2025
730905,1010745,0,0,0,2023-2025
730935,1010745,-30,0,30,2023-2025
730965,1010745,0,30,30,2023-2025
730995,1010715,-30,0,30,2023-2025
731025,1010715,0,30,30,2023-2025
731055,1010685,-30,0,30,2023-2025
731085,1010655,-30,0,30,2023-2025
731115,1010655,0,30,30,2023-2025
731145,1010625,-30,0,30,2023-2025
731175,1010625,-30,30,42.4264068711929,2023-2025
731205,1010625,-60,30,67.0820393249937,2023-2025
731235,1010595,0,60,60,2023-2025
731265,1010595,0,60,60,2023-2025
731295,1010565,0,30,30,2023-2025
731325,1010565,-30,30,42.4264068711929,2023-2025
731355,1010535,-30,30,42.4264068711929,2023-2025
731385,1010535,0,60,60,2023-2025
731415,1010505,0,30,30,2023-2025
731445,1010505,0,30,30,2023-2025
731475,1010505,-30,30,42.4264068711929,2023-2025
731505,1010475,0,30,30,2023-2025
731535,1010475,0,30,30,2023-2025
731565,1010445,-30,0,30,2023-2025
731595,1010445,0,30,30,2023-2025
731625,1010415,0,0,0,2023-2025
731655,1010415,0,0,0,2023-2025
731685,1010385,0,0,0,2023-2025
731715,1010385,0,0,0,2023-2025
731745,1010355,0,-30,30,2023-2025
731775,1010355,0,0,0,2023-2025
731805,1010355,0,0,0,2023-2025
731835,1010355,0,0,0,2023-2025
731865,1010355,0,0,0,2023-2025
731895,1010355,0,0,0,2023-2025
731925,1010325,0,0,0,2023-2025
731955,1010325,0,0,0,2023-2025
731985,1010325,0,0,0,2023-2025
732015,1010325,0,0,0,2023-2025
732045,1010325,0,0,0,2023-2025
732075,1010325,0,0,0,2023-2025
732105,1010325,0,0,0,2023-2025
732135,1010325,0,0,0,2023-2025
732165,1010325,0,0,0,2023-2025
732195,1010325,0,0,0,2023-2025
732225,1010325,0,0,0,2023-2025
732255,1010295,0,0,0,2023-2025
732285,1010295,0,0,0,2023-2025
732315,1010295,0,0,0,2023-2025
732345,1010295,0,0,0,2023-2025
732375,1010295,0,0,0,2023-2025
732405,1010295,0,0,0,2023-2025
732435,1010295,-30,0,30,2023-2025
732465,1010295,0,30,30,2023-2025
732495,1010265,0,0,0,2023-2025
732525,1010265,0,0,0,2023-2025
732555,1010265,0,0,0,2023-2025
732585,1010265,0,0,0,2023-2025
732615,1010265,0,0,0,2023-2025
732645,1010265,0,0,0,2023-2025
732675,1010265,-30,0,30,2023-2025
732705,1010265,0,30,30,2023-2025
732735,1010265,0,30,30,2023-2025
732765,1010235,0,0,0,2023-2025
732795,1010235,0,0,0,2023-2025
732825,1010235,-30,0,30,2023-2025
732855,1010205,0,0,0,2023-2025
732885,1010205,0,0,0,2023-2025
732915,1010205,0,0,0,2023-2025
732945,1010205,-30,0,30,2023-2025
732975,1010205,0,30,30,2023-2025
733005,1010175,0,0,0,2023-2025
733035,1010175,0,0,0,2023-2025
733065,1010175,0,0,0,2023-2025
733095,1010145,0,0,0,2023-2025
733125,1010145,0,0,0,2023-2025
733155,1010145,0,0,0,2023-2025
733185,1010145,-30,0,30,2023-2025
733215,1010115,0,0,0,2023-2025
733245,1010115,0,0,0,2023-2025
733275,1010085,0,-30,30,2023-2025
733305,1010085,0,0,0,2023-2025
733335,1010085,0,0,0,2023-2025
733365,1010085,0,0,0,2023-2025
733395,1010055,0,0,0,2023-2025
733425,1010055,0,0,0,2023-2025
733455,1010025,0,-30,30,2023-2025
733485,1010025,0,0,0,2023-2025
733515,1010025,0,0,0,2023-2025
733545,1010025,0,0,0,2023-2025
733575,1009995,0,-30,30,2023-2025
733605,1009995,0,-30,30,2023-2025
733635,1009995,0,0,0,2023-2025
733665,1009965,0,-30,30,2023-2025
733695,1009965,0,-30,30,2023-2025
733725,1009935,0,-30,30,2023-2025
733755,1009935,0,-30,30,2023-2025
733785,1009935,0,-30,30,2023-2025
733815,1009935,0,-30,30,2023-2025
733845,1009905,0,-30,30,2023-2025
733875,1009905,0,-30,30,2023-2025
733905,1009875,0,-30,30,2023-2025
733935,1009875,0,-30,30,2023-2025
733965,1009875,0,0,0,2023-2025
733995,1009845,0,-30,30,2023-2025
734025,1009845,0,0,0,2023-2025
734055,1009815,0,-30,30,2023-2025
734085,1009815,0,0,0,2023-2025
734115,1009815,0,0,0,2023-2025
734145,1009815,0,0,0,2023-2025
734175,1009785,0,0,0,2023-2025
734205,1009785,0,0,0,2023-2025
734235,1009755,0,0,0,2023-2025
734265,1009755,0,0,0,2023-2025
734295,1009755,0,0,0,2023-2025
734325,1009725,0,-30,30,2023-2025
734355,1009725,0,0,0,2023-2025
734385,1009725,0,0,0,2023-2025
734415,1009725,0,0,0,2023-2025
734445,1009695,0,0,0,2023-2025
734475,1009695,0,0,0,2023-2025
734505,1009665,0,-30,30,2023-2025
734535,1009665,0,0,0,2023-2025
734565,1009665,0,0,0,2023-2025
734595,1009635,0,-30,30,2023-2025
734625,1009635,0,-30,30,2023-2025
734655,1009635,0,0,0,2023-2025
734685,1009605,0,-30,30,2023-2025
734715,1009605,0,-30,30,2023-2025
734745,1009605,0,-30,30,2023-2025
734775,1009605,0,0,0,2023-2025
734805,1009575,0,-30,30,2023-2025
734835,1009545,0,-60,60,2023-2025
734865,1009545,30,-30,42.4264068711929,2023-2025
734895,1009545,0,-30,30,2023-2025
734925,1009545,0,-30,30,2023-2025
734955,1009545,0,-30,30,2023-2025
734985,1009545,0,0,0,2023-2025
735015,1009515,0,-30,30,2023-2025
735045,1009515,0,0,0,2023-2025
735075,1009515,0,0,0,2023-2025
735105,1009515,0,0,0,2023-2025
735135,1009485,0,0,0,2023-2025
735165,1009485,0,0,0,2023-2025
735195,1009485,0,0,0,2023-2025
735225,1009485,-30,0,30,2023-2025
735255,1009455,0,0,0,2023-2025
735285,1009455,-30,0,30,2023-2025
735315,1009455,0,30,30,2023-2025
735345,1009455,0,30,30,2023-2025
735375,1009425,-30,0,30,2023-2025
735405,1009425,0,30,30,2023-2025
735435,1009395,-30,0,30,2023-2025
735465,1009395,0,30,30,2023-2025
735495,1009365,-30,0,30,2023-2025
735525,1009335,-30,0,30,2023-2025
735555,1009305,-30,0,30,2023-2025
735585,1009275,0,0,0,2023-2025
735615,1009245,0,0,0,2023-2025
735645,1009215,0,0,0,2023-2025
735675,1009185,0,0,0,2023-2025
735705,1009185,-30,0,30,2023-2025
735735,1009155,0,0,0,2023-2025
735765,1009125,0,0,0,2023-2025
735795,1009095,0,0,0,2023-2025
735825,1009065,0,0,0,2023-2025
735855,1009035,0,0,0,2023-2025
735885,1009035,-30,0,30,2023-2025
735915,1009005,0,0,0,2023-2025
735945,1008975,0,0,0,2023-2025
735975,1008945,0,0,0,2023-2025
736005,1008915,0,0,0,2023-2025
736035,1008915,-30,0,30,2023-2025
736065,1008885,0,0,0,2023-2025
736095,1008855,0,0,0,2023-2025
736125,1008825,0,0,0,2023-2025
736155,1008795,0,0,0,2023-2025
736185,1008765,0,0,0,2023-2025
736215,1008765,-30,0,30,2023-2025
736245,1008735,-30,0,30,2023-2025
736275,1008705,0,0,0,2023-2025
736305,1008705,-30,0,30,2023-2025
736335,1008675,-30,0,30,2023-2025
736365,1008645,-30,0,30,2023-2025
736395,1008615,0,0,0,2023-2025
736425,1008615,-30,0,30,2023-2025
736455,1008585,-30,0,30,2023-2025
736485,1008555,-30,0,30,2023-2025
736515,1008525,-30,0,30,2023-2025
736545,1008525,0,30,30,2023-2025
736575,1008495,-30,0,30,2023-2025
736605,1008465,-30,0,30,2023-2025
736635,1008435,-30,0,30,2023-2025
736665,1008405,-30,0,30,2023-2025
736665,1008375,0,0,0,2023-2025
736695,1008345,0,0,0,2023-2025
736725,1008315,0,0,0,2023-2025
736755,1008285,0,0,0,2023-2025
736785,1008255,0,0,0,2023-2025
736815,1008225,0,0,0,2023-2025
736815,1008195,0,-30,30,2023-2025
736845,1008165,0,-30,30,2023-2025
736875,1008135,0,-30,30,2023-2025
736905,1008105,0,0,0,2023-2025
736905,1008075,0,-30,30,2023-2025
736935,1008045,0,-30,30,2023-2025
736965,1008015,0,-30,30,2023-2025
736995,1007985,0,-30,30,2023-2025
737025,1007955,0,-30,30,2023-2025
737025,1007925,30,-30,42.4264068711929,2023-2025
737055,1007895,30,-30,42.4264068711929,2023-2025
737085,1007865,30,-30,42.4264068711929,2023-2025
737115,1007835,30,-30,42.4264068711929,2023-2025
737145,1007805,30,-30,42.4264068711929,2023-2025
737175,1007775,30,0,30,2023-2025
737205,1007745,0,-30,30,2023-2025
737235,1007715,0,-30,30,2023-2025
737265,1007685,0,-30,30,2023-2025
737265,1007655,30,-30,42.4264068711929,2023-2025
737295,1007625,30,0,30,2023-2025
737325,1007595,0,-30,30,2023-2025
737355,1007565,0,-30,30,2023-2025
737385,1007535,0,-30,30,2023-2025
737385,1007505,30,-30,42.4264068711929,2023-2025
737415,1007475,30,-30,42.4264068711929,2023-2025
737445,1007445,30,-30,42.4264068711929,2023-2025
737475,1007415,30,0,30,2023-2025
737475,1007385,30,-30,42.4264068711929,2023-2025
737505,1007355,30,-30,42.4264068711929,2023-2025
737535,1007325,30,0,30,2023-2025
737535,1007295,30,-30,42.4264068711929,2023-2025
737565,1007265,30,-30,42.4264068711929,2023-2025
737595,1007235,30,-30,42.4264068711929,2023-2025
737625,1007205,30,0,30,2023-2025
737625,1007175,30,-30,42.4264068711929,2023-2025
737655,1007145,30,-30,42.4264068711929,2023-2025
737685,1007115,30,0,30,2023-2025
737685,1007085,30,-30,42.4264068711929,2023-2025
737715,1007055,30,-30,42.4264068711929,2023-2025
737745,1007025,30,-30,42.4264068711929,2023-2025
737775,1006995,30,-30,42.4264068711929,2023-2025
737775,1006965,60,0,60,2023-2025
737805,1006935,30,0,30,2023-2025
737835,1006905,0,-30,30,2023-2025
737835,1006875,30,-30,42.4264068711929,2023-2025
737865,1006845,30,0,30,2023-2025
737895,1006815,0,-30,30,2023-2025
737925,1006785,0,0,0,2023-2025
737925,1006755,0,-30,30,2023-2025
737955,1006725,0,-30,30,2023-2025
737985,1006695,0,0,0,2023-2025
738015,1006665,-30,0,30,2023-2025
738045,1006635,-30,30,42.4264068711929,2023-2025
738045,1006605,-30,0,30,2023-2025
738075,1006575,-30,30,42.4264068711929,2023-2025
738075,1006545,-30,0,30,2023-2025
738075,1006515,-30,0,30,2023-2025
738105,1006485,-60,0,60,2023-2025
738105,1006455,-60,0,60,2023-2025
738135,1006425,-60,30,67.0820393249937,2023-2025
738135,1006395,-60,0,60,2023-2025
738135,1006365,-60,0,60,2023-2025
738165,1006335,-60,60,84.8528137423857,2023-2025
738165,1006305,-60,30,67.0820393249937,2023-2025
738165,1006275,-60,0,60,2023-2025
738195,1006245,-60,30,67.0820393249937,2023-2025
738195,1006215,-60,0,60,2023-2025
738225,1006185,-60,60,84.8528137423857,2023-2025
738225,1006155,-60,30,67.0820393249937,2023-2025
738255,1006125,-90,0,90,2023-2025
738255,1006095,-90,0,90,2023-2025
738285,1006065,-90,60,108.16653826392,2023-2025
738285,1006035,-60,60,84.8528137423857,2023-2025
738315,1006005,-90,30,94.8683298050514,2023-2025
738315,1005975,-60,60,84.8528137423857,2023-2025
738345,1005945,-90,30,94.8683298050514,2023-2025
738375,1005915,-90,60,108.16653826392,2023-2025
738405,1005885,-90,60,108.16653826392,2023-2025
738405,1005855,-90,30,94.8683298050514,2023-2025
738405,1005825,-90,0,90,2023-2025
738435,1005795,-90,60,108.16653826392,2023-2025
738435,1005765,-60,60,84.8528137423857,2023-2025
738465,1005735,-60,60,84.8528137423857,2023-2025
738465,1005705,-60,30,67.0820393249937,2023-2025
738495,1005675,-60,30,67.0820393249937,2023-2025
738495,1005645,-30,30,42.4264068711929,2023-2025
738525,1005615,-60,0,60,2023-2025
738525,1005585,-30,30,42.4264068711929,2023-2025
738555,1005555,-30,30,42.4264068711929,2023-2025
738555,1005525,-30,0,30,2023-2025
738585,1005495,-30,30,42.4264068711929,2023-2025
738585,1005465,-30,0,30,2023-2025
738585,1005435,0,0,0,2023-2025
738615,1005405,-30,0,30,2023-2025
738615,1005375,0,0,0,2023-2025
738645,1005345,0,0,0,2023-2025
738645,1005315,0,0,0,2023-2025
738675,1005285,0,0,0,2023-2025
738705,1005255,0,0,0,2023-2025
738705,1005225,0,0,0,2023-2025
738735,1005195,0,0,0,2023-2025
738765,1005165,0,0,0,2023-2025
738765,1005135,0,0,0,2023-2025
738795,1005105,0,0,0,2023-2025
738795,1005075,0,-30,30,2023-2025
738825,1005045,0,0,0,2023-2025
738855,1005015,0,0,0,2023-2025
738855,1004985,0,-30,30,2023-2025
738885,1004955,0,0,0,2023-2025
738885,1004925,0,-30,30,2023-2025
738915,1004895,0,0,0,2023-2025
738915,1004865,0,-30,30,2023-2025
738945,1004835,0,0,0,2023-2025
738945,1004805,0,-30,30,2023-2025
738975,1004775,0,0,0,2023-2025
738975,1004745,0,-30,30,2023-2025
739005,1004715,0,-30,30,2023-2025
739005,1004685,30,0,30,2023-2025
739005,1004655,30,-30,42.4264068711929,2023-2025
739035,1004625,30,0,30,2023-2025
739065,1004595,0,0,0,2023-2025
739095,1004565,0,0,0,2023-2025
739125,1004535,0,0,0,2023-2025
739125,1004505,0,0,0,2023-2025
739155,1004475,0,0,0,2023-2025
739155,1004445,0,-30,30,2023-2025
739185,1004415,0,0,0,2023-2025
739215,1004415,-30,0,30,2023-2025
739245,1004415,0,30,30,2023-2025
739275,1004385,0,0,0,2023-2025
739305,1004355,0,0,0,2023-2025
739335,1004325,0,0,0,2023-2025
739365,1004295,0,0,0,2023-2025
739395,1004295,-30,0,30,2023-2025
739425,1004265,0,0,0,2023-2025
739455,1004235,0,0,0,2023-2025
739485,1004235,0,0,0,2023-2025
739515,1004205,0,0,0,2023-2025
739545,1004175,0,0,0,2023-2025
739575,1004175,0,0,0,2023-2025
739605,1004145,0,0,0,2023-2025
739635,1004115,0,0,0,2023-2025
739665,1004085,0,0,0,2023-2025
739695,1004055,0,0,0,2023-2025
739725,1004025,0,0,0,2023-2025
739755,1003995,0,0,0,2023-2025
739785,1003965,0,0,0,2023-2025
739815,1003935,0,0,0,2023-2025
739845,1003905,0,0,0,2023-2025
739875,1003905,0,0,0,2023-2025
739905,1003875,0,0,0,2023-2025
739935,1003845,0,0,0,2023-2025
739965,1003815,0,0,0,2023-2025
739995,1003785,0,-30,30,2023-2025
740025,1003755,0,0,0,2023-2025
740055,1003725,0,0,0,2023-2025
740085,1003695,0,0,0,2023-2025
740115,1003665,0,0,0,2023-2025
740145,1003635,0,0,0,2023-2025
740175,1003605,0,0,0,2023-2025
740205,1003575,0,0,0,2023-2025
740235,1003545,0,0,0,2023-2025
740265,1003515,0,0,0,2023-2025
740265,1003485,0,-30,30,2023-2025
740295,1003455,0,-30,30,2023-2025
740325,1003425,0,-30,30,2023-2025
740355,1003395,0,-30,30,2023-2025
740385,1003365,0,-30,30,2023-2025
740415,1003335,0,0,0,2023-2025
740445,1003305,0,0,0,2023-2025
740475,1003275,0,0,0,2023-2025
740475,1003245,0,-30,30,2023-2025
740505,1003215,0,0,0,2023-2025
740535,1003185,0,0,0,2023-2025
740565,1003155,0,0,0,2023-2025
740595,1003125,-30,0,30,2023-2025
740625,1003095,-30,0,30,2023-2025
740625,1003065,0,0,0,2023-2025
740655,1003035,0,0,0,2023-2025
740685,1003005,0,0,0,2023-2025
740715,1002975,0,0,0,2023-2025
740745,1002945,0,0,0,2023-2025
740775,1002915,-30,0,30,2023-2025
740805,1002885,0,0,0,2023-2025
740835,1002855,0,0,0,2023-2025
740865,1002825,0,0,0,2023-2025
740895,1002795,0,0,0,2023-2025
740925,1002765,0,0,0,2023-2025
740955,1002735,0,0,0,2023-2025
740985,1002705,0,0,0,2023-2025
741015,1002675,0,0,0,2023-2025
741045,1002645,0,0,0,2023-2025
741075,1002615,0,0,0,2023-2025
741105,1002585,-30,0,30,2023-2025
741105,1002555,0,0,0,2023-2025
741135,1002525,0,0,0,2023-2025
741165,1002495,0,0,0,2023-2025
741195,1002465,0,0,0,2023-2025
741225,1002435,0,0,0,2023-2025
741255,1002405,0,-30,30,2023-2025
741285,1002375,0,-30,30,2023-2025
741315,1002375,0,0,0,2023-2025
741345,1002345,0,0,0,2023-2025
741375,1002315,0,0,0,2023-2025
741405,1002285,0,0,0,2023-2025
741435,1002285,0,0,0,2023-2025
741465,1002255,0,0,0,2023-2025
741495,1002255,-30,0,30,2023-2025
741525,1002225,-30,0,30,2023-2025
741555,1002195,0,0,0,2023-2025
741585,1002195,-30,0,30,2023-2025
741615,1002165,-30,0,30,2023-2025
741645,1002135,0,0,0,2023-2025
741675,1002135,-30,0,30,2023-2025
741705,1002105,-30,0,30,2023-2025
741735,1002105,-30,30,42.4264068711929,2023-2025
741765,1002075,-30,30,42.4264068711929,2023-2025
741765,1002045,-30,0,30,2023-2025
741765,1002015,0,0,0,2023-2025
741795,1001985,-30,0,30,2023-2025
741795,1001955,0,0,0,2023-2025
741795,1001925,0,0,0,2023-2025
741795,1001895,0,0,0,2023-2025
741795,1001865,0,0,0,2023-2025
741825,1001835,-30,0,30,2023-2025
741825,1001805,0,0,0,2023-2025
741825,1001775,0,0,0,2023-2025
741825,1001745,0,0,0,2023-2025
741825,1001715,0,0,0,2023-2025
741855,1001685,-30,0,30,2023-2025
741855,1001655,-30,0,30,2023-2025
741855,1001625,-30,0,30,2023-2025
741855,1001595,-30,0,30,2023-2025
741855,1001565,-30,0,30,2023-2025
741855,1001535,-30,0,30,2023-2025
741855,1001505,0,0,0,2023-2025
741885,1001475,-30,0,30,2023-2025
741885,1001445,-30,0,30,2023-2025
741885,1001415,-30,0,30,2023-2025
741885,1001385,-30,0,30,2023-2025
741885,1001355,-30,0,30,2023-2025
741885,1001325,-30,0,30,2023-2025
741885,1001295,0,0,0,2023-2025
741915,1001265,-30,0,30,2023-2025
741915,1001235,-30,0,30,2023-2025
741915,1001205,-30,0,30,2023-2025
741915,1001175,-30,0,30,2023-2025
741915,1001145,0,0,0,2023-2025
741945,1001115,-30,0,30,2023-2025
741945,1001085,-30,0,30,2023-2025
741975,1001055,-30,0,30,2023-2025
741975,1001025,0,0,0,2023-2025
741975,1000995,0,0,0,2023-2025
742005,1000965,0,0,0,2023-2025
742005,1000935,0,0,0,2023-2025
742005,1000905,0,-30,30,2023-2025
742035,1000875,0,0,0,2023-2025
742035,1000845,0,-30,30,2023-2025
742065,1000815,0,0,0,2023-2025
742065,1000785,0,-30,30,2023-2025
742095,1000755,0,0,0,2023-2025
742095,1000725,0,-30,30,2023-2025
742125,1000695,0,0,0,2023-2025
742155,1000665,-30,0,30,2023-2025
742185,1000635,-30,0,30,2023-2025
742215,1000605,-30,30,42.4264068711929,2023-2025
742245,1000575,-60,0,60,2023-2025
742275,1000545,-60,30,67.0820393249937,2023-2025
742275,1000515,-60,0,60,2023-2025
742305,1000485,-60,30,67.0820393249937,2023-2025
742335,1000455,-60,30,67.0820393249937,2023-2025
742365,1000425,-60,60,84.8528137423857,2023-2025
742395,1000395,-60,60,84.8528137423857,2023-2025
742425,1000365,-60,60,84.8528137423857,2023-2025
742455,1000335,-90,30,94.8683298050514,2023-2025
742485,1000305,-60,60,84.8528137423857,2023-2025
742515,1000275,-60,60,84.8528137423857,2023-2025
742545,1000245,-30,60,67.0820393249937,2023-2025
742545,1000215,-30,30,42.4264068711929,2023-2025
742575,1000185,-30,30,42.4264068711929,2023-2025
742605,1000185,0,60,60,2023-2025
742635,1000185,-30,60,67.0820393249937,2023-2025
742665,1000155,-60,30,67.0820393249937,2023-2025
742695,1000125,0,60,60,2023-2025
742725,1000125,0,60,60,2023-2025
742755,1000095,-30,30,42.4264068711929,2023-2025
742785,1000095,0,60,60,2023-2025
742815,1000065,0,30,30,2023-2025
742845,1000035,-30,0,30,2023-2025
742875,1000035,0,30,30,2023-2025
742905,1000005,0,0,0,2023-2025
742935,1000005,-30,0,30,2023-2025
742965,999975,0,0,0,2023-2025
742995,999975,0,0,0,2023-2025
743025,999975,0,0,0,2023-2025
743055,999975,-30,0,30,2023-2025
743085,999975,0,30,30,2023-2025
743115,999945,0,0,0,2023-2025
743145,999945,-30,0,30,2023-2025
743175,999915,0,0,0,2023-2025
743205,999915,-30,0,30,2023-2025
743235,999885,0,0,0,2023-2025
743265,999885,0,0,0,2023-2025
743295,999855,0,0,0,2023-2025
743325,999825,0,-30,30,2023-2025
743355,999825,0,0,0,2023-2025
743385,999795,0,0,0,2023-2025
743415,999795,0,0,0,2023-2025
743445,999765,0,0,0,2023-2025
743475,999735,0,0,0,2023-2025
743505,999705,0,0,0,2023-2025
743535,999705,0,0,0,2023-2025
743565,999675,0,0,0,2023-2025
743595,999645,0,0,0,2023-2025
743625,999615,0,0,0,2023-2025
743655,999585,0,0,0,2023-2025
743685,999585,0,0,0,2023-2025
743715,999555,0,0,0,2023-2025
743745,999525,0,0,0,2023-2025
743775,999495,0,0,0,2023-2025
743805,999495,0,0,0,2023-2025
743835,999465,0,0,0,2023-2025
743865,999435,0,0,0,2023-2025
743895,999405,0,-30,30,2023-2025
743925,999405,0,0,0,2023-2025
743955,999375,0,0,0,2023-2025
743985,999345,0,0,0,2023-2025
744015,999315,0,0,0,2023-2025
744045,999315,0,0,0,2023-2025
744075,999285,0,0,0,2023-2025
744105,999255,0,0,0,2023-2025
744135,999255,-30,0,30,2023-2025
744165,999225,-30,0,30,2023-2025
744195,999195,-30,0,30,2023-2025
744225,999165,-30,0,30,2023-2025
744255,999165,-30,30,42.4264068711929,2023-2025
744285,999135,-30,30,42.4264068711929,2023-2025
744315,999105,-30,30,42.4264068711929,2023-2025
744345,999075,0,30,30,2023-2025
744375,999045,-30,0,30,2023-2025
744405,999015,-30,0,30,2023-2025
744435,998985,-30,0,30,2023-2025
744465,998955,-30,0,30,2023-2025
744495,998925,-30,0,30,2023-2025
744525,998895,-30,0,30,2023-2025
744525,998865,0,0,0,2023-2025
744555,998835,0,0,0,2023-2025
744585,998805,0,0,0,2023-2025
744615,998775,0,0,0,2023-2025
744645,998745,0,0,0,2023-2025
744675,998715,0,0,0,2023-2025
744705,998685,0,0,0,2023-2025
744735,998655,0,0,0,2023-2025
744765,998625,0,0,0,2023-2025
744795,998595,0,0,0,2023-2025
744825,998565,0,0,0,2023-2025
744855,998535,-30,0,30,2023-2025
744885,998505,-30,0,30,2023-2025
744915,998475,-30,0,30,2023-2025
744915,998445,0,0,0,2023-2025
744945,998415,0,0,0,2023-2025
744975,998385,-30,0,30,2023-2025
745005,998355,-30,0,30,2023-2025
745035,998325,-30,0,30,2023-2025
745065,998295,-30,0,30,2023-2025
745095,998265,-30,0,30,2023-2025
745125,998235,-30,0,30,2023-2025
745155,998205,0,0,0,2023-2025
745185,998175,0,0,0,2023-2025
745215,998145,0,0,0,2023-2025
745245,998145,-30,0,30,2023-2025
745275,998115,-30,0,30,2023-2025
745305,998085,-30,0,30,2023-2025
745335,998085,0,30,30,2023-2025
745365,998055,0,0,0,2023-2025
745395,998055,-30,0,30,2023-2025
745425,998025,-30,0,30,2023-2025
745455,997995,0,0,0,2023-2025
745485,997965,0,0,0,2023-2025
745515,997965,-30,0,30,2023-2025
745545,997935,0,0,0,2023-2025
745575,997905,0,-30,30,2023-2025
745605,997905,0,0,0,2023-2025
745635,997875,0,0,0,2023-2025
745665,997875,0,0,0,2023-2025
745695,997845,0,0,0,2023-2025
745725,997845,0,0,0,2023-2025
745755,997815,0,0,0,2023-2025
745785,997815,0,0,0,2023-2025
745815,997785,0,-30,30,2023-2025
745845,997785,0,0,0,2023-2025
745875,997785,0,0,0,2023-2025
745905,997755,0,0,0,2023-2025
745935,997755,0,0,0,2023-2025
745965,997755,0,0,0,2023-2025
745995,997725,0,0,0,2023-2025
746025,997725,0,0,0,2023-2025
746055,997725,0,0,0,2023-2025
746085,997725,0,0,0,2023-2025
746115,997695,0,0,0,2023-2025
746145,997695,0,0,0,2023-2025
746175,997665,0,-30,30,2023-2025
746205,997665,0,-30,30,2023-2025
746235,997665,0,-30,30,2023-2025
746265,997665,0,-30,30,2023-2025
746295,997665,0,0,0,2023-2025
746325,997665,0,0,0,2023-2025
746355,997635,0,-30,30,2023-2025
746385,997635,0,-30,30,2023-2025
746415,997635,0,0,0,2023-2025
746445,997635,0,0,0,2023-2025
746475,997635,0,0,0,2023-2025
746505,997635,0,0,0,2023-2025
746535,997605,0,-30,30,2023-2025
746565,997605,0,-30,30,2023-2025
746595,997605,0,0,0,2023-2025
746625,997605,0,0,0,2023-2025
746655,997605,0,0,0,2023-2025
746685,997605,0,0,0,2023-2025
746715,997605,0,0,0,2023-2025
746745,997605,0,0,0,2023-2025
746775,997605,0,0,0,2023-2025
746805,997605,-30,0,30,2023-2025
746835,997605,0,30,30,2023-2025
746865,997605,0,30,30,2023-2025
746895,997605,0,30,30,2023-2025
746925,997605,0,30,30,2023-2025
746955,997605,0,30,30,2023-2025
746985,997575,0,0,0,2023-2025
747015,997575,0,0,0,2023-2025
747045,997575,0,0,0,2023-2025
747075,997575,0,0,0,2023-2025
747105,997575,0,0,0,2023-2025
747135,997575,0,0,0,2023-2025
747165,997575,0,0,0,2023-2025
747195,997575,0,0,0,2023-2025
747225,997575,0,0,0,2023-2025
747255,997575,0,0,0,2023-2025
747285,997575,0,0,0,2023-2025
747315,997575,-30,0,30,2023-2025
747345,997575,0,30,30,2023-2025
747375,997575,0,30,30,2023-2025
747405,997545,0,0,0,2023-2025
747435,997545,0,0,0,2023-2025
747465,997545,0,0,0,2023-2025
747495,997545,0,0,0,2023-2025
747525,997545,0,0,0,2023-2025
747555,997545,0,0,0,2023-2025
747585,997545,0,0,0,2023-2025
747615,997545,0,0,0,2023-2025
747645,997545,0,0,0,2023-2025
747675,997545,0,0,0,2023-2025
747705,997515,0,0,0,2023-2025
747735,997515,0,0,0,2023-2025
747765,997515,0,0,0,2023-2025
747795,997515,0,0,0,2023-2025
747825,997515,0,0,0,2023-2025
747855,997515,0,0,0,2023-2025
747885,997515,0,0,0,2023-2025
